,entity,to_search,snippet,address,coordinates,name_location,class,type
262,Fondazione Sandretto Re Rebaudengo,Fondazione Sandretto Re Rebaudengo Torino,"["", il Museo civico d'arte antica di Palazzo Madama, la Fondazione Sandretto Re Rebaudengo contenente esposizioni degli artisti contemporanei provenienti da tutto il mondo e la Pinacoteca Giovanni e Marella Agnelli e la Fondazione Merz.""]","Fondazione Sandretto Re Rebaudengo, 16, Via Modane, Polo Nord, Circoscrizione 3, Torino, Piemonte, 10141, Italia","{""coordinates"": [7.652335, 45.057395], ""type"": ""Point""}","Fondazione Sandretto Re Rebaudengo, 16, Via Modane, Polo Nord, Circoscrizione 3, Torino, Piemonte, 10141, Italia",amenity,arts_centre
263,Museo d'Arte Contemporanea,Museo d'Arte Contemporanea Torino,"[""Considerando che la vicina Rivoli ospita nell'omonimo castello il Museo d'Arte Contemporanea, Torino può essere considerata come il più importante polo museale italiano per l'arte contemporanea.""]","Museo d'Arte Contemporanea, 1, Piazzale Mafalda di Savoia, Borgo Nuovo, Rivoli, Torino, Piemonte, 10098, Italia","{""coordinates"": [7.510297, 45.06966], ""type"": ""Point""}","Museo d'Arte Contemporanea, 1, Piazzale Mafalda di Savoia, Borgo Nuovo, Rivoli, Torino, Piemonte, 10098, Italia",tourism,museum
264,Museo di antichità,Museo di antichità Torino,"['*Le collezioni di arte antica, la cui raccolta fu iniziata dal duca Emanuele Filiberto di Savoia nella seconda metà del Cinquecento, sono conservate nel Museo di antichità, che raccoglie anche le principali testimonianze archeologiche piemontesi dal Paleolitico al Tardo Medioevo.', ""Dal Museo di Antichità furono separate, negli anni quaranta del Novecento, le collezioni egizie che costituirono il Museo egizio, il più importante d'Europa (nonché il più antico al mondo), in quanto custode della seconda collezione di arte egizia del mondo per vastità e importanza dopo quella del Museo del Cairo.""]","Museo di Antichità, Corso Regina Margherita, Porta Palazzo, Circoscrizione 7, Torino, Piemonte, 10152, Italia","{""coordinates"": [7.687929, 45.074904], ""type"": ""Point""}","Museo di Antichità, Corso Regina Margherita, Porta Palazzo, Circoscrizione 7, Torino, Piemonte, 10152, Italia",tourism,museum
268,Museo Accorsi-Ometto,Museo Accorsi-Ometto Torino,"['Il Museo Accorsi-Ometto è una ricca collezione privata, ora aperta al pubblico, di opere collezionistiche e di arte decorativa.']","Museo Accorsi Ometto, 55, Via Po, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, 10124, Italia","{""coordinates"": [7.693273, 45.066392], ""type"": ""Point""}","Museo Accorsi Ometto, 55, Via Po, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, 10124, Italia",tourism,museum
269,Palazzo Bricherasio,Palazzo Bricherasio Torino,['*Mostre temporanee di rilievo si tengono a Palazzo Bricherasio e a Palazzo Madama.'],"Palazzo Bricherasio, Via Piero Gobetti, Centro, Circoscrizione 1, Torino, Piemonte, 10123, Italia","{""coordinates"": [7.68255, 45.065964], ""type"": ""Point""}","Palazzo Bricherasio, Via Piero Gobetti, Centro, Circoscrizione 1, Torino, Piemonte, 10123, Italia",building,yes
270,Museo nazionale del Risorgimento italiano,Museo nazionale del Risorgimento italiano Torino,"['Importanti sono poi dal punto di vista storico il Museo nazionale del Risorgimento italiano, presso Palazzo Carignano, e il Museo nazionale della montagna, presso il Monte dei Cappuccini, sulla riva destra del Po.']","Museo nazionale del Risorgimento italiano, 5, Via Accademia delle Scienze, Centro, Circoscrizione 1, Torino, Piemonte, 10123, Italia","{""coordinates"": [7.685886, 45.068842], ""type"": ""Point""}","Museo nazionale del Risorgimento italiano, 5, Via Accademia delle Scienze, Centro, Circoscrizione 1, Torino, Piemonte, 10123, Italia",tourism,museum
271,Museo nazionale della montagna,Museo nazionale della montagna Torino,"['Importanti sono poi dal punto di vista storico il Museo nazionale del Risorgimento italiano, presso Palazzo Carignano, e il Museo nazionale della montagna, presso il Monte dei Cappuccini, sulla riva destra del Po.']","Museo Nazionale della Montagna Duca degli Abruzzi, 7, Piazzale Monte dei Cappuccini, Borgo Po, Circoscrizione 8, Torino, Piemonte, 10131, Italia","{""coordinates"": [7.697004, 45.05956], ""type"": ""Point""}","Museo Nazionale della Montagna Duca degli Abruzzi, 7, Piazzale Monte dei Cappuccini, Borgo Po, Circoscrizione 8, Torino, Piemonte, 10131, Italia",tourism,museum
272,Monte dei Cappuccini,Monte dei Cappuccini Torino,"['Importanti sono poi dal punto di vista storico il Museo nazionale del Risorgimento italiano, presso Palazzo Carignano, e il Museo nazionale della montagna, presso il Monte dei Cappuccini, sulla riva destra del Po.']","Monte dei Cappuccini, Borgo Po, Circoscrizione 8, Torino, Piemonte, Italia","{""coordinates"": [7.696429, 45.06007], ""type"": ""Point""}","Monte dei Cappuccini, Borgo Po, Circoscrizione 8, Torino, Piemonte, Italia",natural,wood
273,Museo Regionale di Scienze Naturali,Museo Regionale di Scienze Naturali Torino,"['Per quanto riguarda le scienze, è sicuramente da ricordare il Museo Regionale di Scienze Naturali, tra i maggiori in Italia dello specifico settore, e il Museo della Sindone, che illustra al visitatore le scoperte scientifiche sul telo sindonico.']","Museo Regionale di Scienze Naturali, 36, Via Giovanni Giolitti, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, 10123, Italia","{""coordinates"": [7.688691, 45.064629], ""type"": ""Point""}","Museo Regionale di Scienze Naturali, 36, Via Giovanni Giolitti, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, 10123, Italia",tourism,museum
274,Museo della Sindone,Museo della Sindone Torino,"['Per quanto riguarda le scienze, è sicuramente da ricordare il Museo Regionale di Scienze Naturali, tra i maggiori in Italia dello specifico settore, e il Museo della Sindone, che illustra al visitatore le scoperte scientifiche sul telo sindonico.']","Museo Della Sindone, 28, Via San Domenico, Quadrilatero Romano, Circoscrizione 1, Torino, Piemonte, 10122, Italia","{""coordinates"": [7.676579, 45.07614], ""type"": ""Point""}","Museo Della Sindone, 28, Via San Domenico, Quadrilatero Romano, Circoscrizione 1, Torino, Piemonte, 10122, Italia",tourism,museum
275,Museo dell'astronomia e Planetario di Torino,Museo dell'astronomia e Planetario di Torino,"[""Da ricordare il Museo dell'astronomia e Planetario di Torino, che sorge accanto dell'Osservatorio astronomico di Torino a Pino Torinese, cittadina collinare nei pressi immediati del capoluogo piemontese.""]","Infini TO - Planetario e Museo dell'Astronomia e dello Spazio, 30, Via Osservatorio, Pino Torinese, Torino, Piemonte, 10025, Italia","{""coordinates"": [7.761884, 45.039553], ""type"": ""Point""}","Infini TO - Planetario e Museo dell'Astronomia e dello Spazio, 30, Via Osservatorio, Pino Torinese, Torino, Piemonte, 10025, Italia",tourism,museum
276,Osservatorio astronomico di Torino,Osservatorio astronomico di Torino,"[""Da ricordare il Museo dell'astronomia e Planetario di Torino, che sorge accanto dell'Osservatorio astronomico di Torino a Pino Torinese, cittadina collinare nei pressi immediati del capoluogo piemontese.""]","Parco Astronomico dell'Osservatorio di Torino, Cento Croci, Pino Torinese, Torino, Piemonte, Italia","{""coordinates"": [7.764742, 45.041439], ""type"": ""Point""}","Parco Astronomico dell'Osservatorio di Torino, Cento Croci, Pino Torinese, Torino, Piemonte, Italia",landuse,observatory
277,Museo A come Ambiente,Museo A come Ambiente Torino,"['Nel 2004 è stato inaugurato il Museo A come Ambiente, il primo in Europa interamente dedicato alle tematiche ambientali.']","A come Ambiente, 90, Corso Umbria, Basso San Donato, Circoscrizione 4, Torino, Piemonte, 10144, Italia","{""coordinates"": [7.663704, 45.090062], ""type"": ""Point""}","A come Ambiente, 90, Corso Umbria, Basso San Donato, Circoscrizione 4, Torino, Piemonte, 10144, Italia",tourism,museum
278,Museo della Radio e della Televisione,Museo della Radio e della Televisione Torino,"[""Assieme a queste tre sedi, da quando ha iniziato i suoi programmi nel 1954, il centro di Torino (ospitante il Museo della Radio e della Televisione) è stato anche il primo dell'azienda televisiva.""]","Museo della Radio e della Televisione, 16, Via Giuseppe Verdi, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, 10124, Italia","{""coordinates"": [7.691766, 45.0685], ""type"": ""Point""}","Museo della Radio e della Televisione, 16, Via Giuseppe Verdi, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, 10124, Italia",tourism,museum
279,Ospedale,Ospedale Torino,"[""Una delle più importanti produzioni ambientate a Torino è la soap opera CentoVetrine che utilizza la gran parte delle location esterne per le case dei protagonisti, il commissariato Franco Balbis, il carcere, l'Ospedale e le principali piazze.""]","Ospedale, Corso Torino, Carignano, Torino, Piemonte, 10041, Italia","{""coordinates"": [7.67894, 44.910862], ""type"": ""Point""}","Ospedale, Corso Torino, Carignano, Torino, Piemonte, 10041, Italia",amenity,hospital
280,Palazzo Chiablese,Palazzo Chiablese Torino,"[""*Nel 1956 venne aperto il Museo nazionale del Cinema, dapprima ospitato a Palazzo Chiablese e poi, dal 2000, nell'imponente sede della Mole Antonelliana.""]","Palazzo Chiablese, Piazza San Giovanni, Centro, Circoscrizione 1, Torino, Piemonte, 10122, Italia","{""coordinates"": [7.685054, 45.072926], ""type"": ""Point""}","Palazzo Chiablese, Piazza San Giovanni, Centro, Circoscrizione 1, Torino, Piemonte, 10122, Italia",historic,manor
282,Eliseo,Eliseo Torino,"[""Sono nati a Torino il primo Cinema d'essai italiano (il Romano nella Galleria Subalpina, nel 1971), la principale associazione cinematografica nazionale (l'Aiace Torino) e la prima multisala del Paese (l'Eliseo, nel 1983).""]","Eliseo, 64, Via Torino, Duomo, Municipio 1, Milano, Lombardia, 20121, Italia","{""coordinates"": [9.18252, 45.460844], ""type"": ""Point""}","Eliseo, 64, Via Torino, Duomo, Municipio 1, Milano, Lombardia, 20121, Italia",amenity,cinema
284,Aeroporto di Torino-Caselle,Aeroporto di Torino-Caselle,"[""*Un colpo all'italiana. Un gruppo di ladri inglesi arriva a Torino a bordo di tre Mini Cooper per organizzare una rapina ai danni di un convoglio che trasporta i ricavi della FIAT dall'Aeroporto di Torino-Caselle fino alla città."", 'RA10 Torino - Caselle Torinese - Aeroporto di Torino-Caselle .', ""L'Aeroporto di Torino-Caselle, un Aeroporto di medie dimensioni (200-300 ettari, 1-5 milioni di passeggeri all'anno) inaugurato nel 1953.""]","Caselle (str. Aeroporto 36), Strada Aeroporto, Caselle Torinese, Torino, Piemonte, 10072, Italia","{""coordinates"": [7.650501, 45.175806], ""type"": ""Point""}","Caselle (str. Aeroporto 36), Strada Aeroporto, Caselle Torinese, Torino, Piemonte, 10072, Italia",highway,bus_stop
285,Piazza Statuto,Piazza Statuto Torino,"[""Nel 1765 Benedetto Alfieri ebbe l'incarico di rifare i portici di piazza Palazzo di Città mentre nel corso del XIX secolo si aggiunsero quelli dell'attuale piazza Vittorio Veneto, piazza Carlo Felice e piazza Statuto."", '*Torino violenta. Un poliziesco interamente girato a Torino. Sono numerosi i luoghi riconoscibili della città, come Piazza Statuto, Piazza Cavour e Corso Francia.', '*La Fontana del Frejus di Piazza Statuto fu ideata dal conte Marcello Panissera per ricordare l\'inaugurazione dell\'omonimo traforo ed è indicata dagli esoteristi come il ""cuore nero"" della città, per due motivi:', ""Ospitava infatti il patibolo, che rimase per secoli in piazza Statuto e che venne poi spostato dai francesi all'incrocio tra corso Regina Margherita e Via Cigna:"", ""*Nel 1765 Benedetto Alfieri ebbe l'incarico di rifare i portici di piazza Palazzo di Città mentre nel corso del XIX secolo si aggiunsero quelli dell'attuale piazza Vittorio Veneto, piazza Carlo Felice e piazza Statuto."", ""*Ospitava infatti il patibolo, che rimase per secoli in piazza Statuto e che venne poi spostato dai francesi all'incrocio tra corso Regina Margherita e Via Cigna:""]","Piazza Statuto, Quadrilatero Romano, Circoscrizione 1, Torino, Piemonte, 10140, Italia","{""coordinates"": [7.671955, 45.075906], ""type"": ""Point""}","Piazza Statuto, Quadrilatero Romano, Circoscrizione 1, Torino, Piemonte, 10140, Italia",highway,residential
286,Piazza Cavour,Piazza Cavour Torino,"['*Torino violenta. Un poliziesco interamente girato a Torino. Sono numerosi i luoghi riconoscibili della città, come Piazza Statuto, Piazza Cavour e Corso Francia.']","Piazza Camillo Benso Conte di Cavour, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, 10123, Italia","{""coordinates"": [7.689876, 45.063687], ""type"": ""Point""}","Piazza Camillo Benso Conte di Cavour, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, 10123, Italia",highway,residential
288,Teatro,Teatro Torino,"['Resti del Teatro romano;', 'La città è inoltre sede di diverse istituzioni teatrali, tra cui la principale è il Teatro Stabile di Torino, dichiarato Teatro Nazionale:', 'Fondato nel 1955, secondo in Italia dopo il Teatro Stabile di Milano, gestisce le produzioni stagionali del Carignano, del Gobetti e delle Fonderie Limone di Moncalieri.', 'Fra i teatri maggiori, con una capienza superiore a 400 posti, vi sono il Teatro Regio, in cui si tenne la prima de La bohème di Puccini, il Teatro Carignano, il Teatro Alfieri e il Teatro Colosseo;', 'Importante, poi, è il Teatro Gobetti, sede principale del sopracitato Teatro stabile cittadino.', 'Alfa Teatro ;', 'Teatro Erba ;', 'Teatro Gioiello ;', 'Teatro Vittoria ;', 'Teatro Tangram ;', 'Teatro Monterosa ;', 'Teatro Agnelli ;', 'Teatro Astra ;', 'Teatro Araldo ;', 'Teatro Cardinal Massaia ;', 'Teatro Le Musichall (ex Teatro Juvarra) ;', 'Teatro della Caduta ;', 'Teatro Nuovo .', 'Teatro Marchesa ;', 'Teatro Ruggero Leoncavallo ;', 'Teatro Principessa Isabella ;', 'Teatro del Pilone ;', 'Teatro Educatorio della Provvidenza ;', 'Teatro Crocetta ;', 'Teatro Giulia di Barolo ;', 'Teatro Don Pollarolo (Officine Caos) ;', 'Casa del Teatro Ragazzi e Giovani .', 'Piccolo Teatro Comico ;', 'Teatro San Giuseppe ;', 'Cubo Teatro ;', 'Piccolo Teatro Scalzo ;', 'Teatro Espace ;', 'Teatro Grande Valdocco ;', 'Teatro BellARTE ;', 'Atelier Teatro Fisico .', 'Fra questi il Teatro Balbo e il Teatro di Torino, distrutti durante un bombardamento nel 1943, il Teatro Rossini, bruciato in un incendio nel 1941, i teatri Adua, Gianduja, Gerbino e Arena torinese, smantellati, e, infine, il Teatro Nazionale riconvertito a Cinema;', '*Hannah e le sue sorelle. I protagonisti Holly e David si incontrano per la prima volta al Metropolitan Opera di New York mentre è in scena il Manon Lescaut di Giacomo Puccini. Le scene all’interno del Teatro, però, sono state girate al Teatro Regio di Torino.', ""L'ente lirico di Torino è il Teatro Regio, mentre la principale orchestra sinfonica cittadina è l'Orchestra sinfonica nazionale della RAI, che si esibisce all'Auditorium della RAI."", '""Festival delle colline torinesi"": festival di Teatro contemporaneo che si svolge a Torino dal 1996 impegnando fra luglio e agosto diversi spazi della città.', 'Una menzione speciale, infine, merita lo stadio Filadelfia, Teatro del ciclo di vittorie del Grande Torino negli anni quaranta del XX secolo.']","Teatro di Torino, 16, Via Giuseppe Verdi, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, 10124, Italia","{""coordinates"": [7.692151, 45.068585], ""type"": ""Point""}","Teatro di Torino, 16, Via Giuseppe Verdi, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, 10124, Italia",building,ruins
289,Falchera,Falchera Torino,"['*A che punto è la notte. Diverse riprese vennero eseguite in zona Falchera.', 'Circoscrizione VI: Barriera di Milano - Regio Parco - Barca - Bertolla - Falchera - Rebaudengo - Villaretto ;']","Torino (C.so G.Cesare/Lungo Stura Lazio), Corso Giulio Cesare, Pietra Alta, Circoscrizione 6, Torino, Piemonte, 10156, Italia","{""coordinates"": [7.70761, 45.11312], ""type"": ""Point""}","Torino (C.so G.Cesare/Lungo Stura Lazio), Corso Giulio Cesare, Pietra Alta, Circoscrizione 6, Torino, Piemonte, 10156, Italia",highway,bus_stop
290,Sud,Sud Torino,"[""Torino sorge nella pianura delimitata dai fiumi Stura di Lanzo, Sangone e Po (quest'ultimo attraversa la città da sud verso nord), di fronte allo sbocco di alcune vallate alpine:"", ""Il Monviso, monte sul quale nasce il Po, il Rocciamelone, e i massicci del Gran Paradiso e del Monte Rosa, mentre il Cervino diventa visibile dalla zona sud-est dell'area urbana."", ""Dopo il secondo dopoguerra Torino fu il simbolo della crescita economica dell'Italia, tanto che riuscì ad attirare centinaia di migliaia di emigranti dal Sud dell'Italia e dal Veneto per via delle richieste di manodopera negli stabilimenti automobilistici (circa mezzo milione nel ventennio 1951-1971)."", 'Un cardo maximus (direzione nord-sud) ed un decumanus maximus (direzione est-ovest), incrociantisi al centro del castrum, e parallele alle quali dovevano svilupparsi tutte le altre vie interne al castrum.', 'Cimitero Parco (detto anche ""Cimitero del Gerbido""): costruito nel 1972 nella zona all\'estremo sud di Torino, è il secondo Cimitero di Torino per dimensioni ;', 'Cimitero di Mirafiori: piccolo Cimitero sito in corso Unione Sovietica 650, nella zona Sud di Torino ;', ""La città è sede d'importanti centri dell'ONU, ospitati in un unico campus nella zona sud di Torino."", '*Così ridevano. Un fedele ritratto della Torino del boom economico e della forte immigrazione dal Sud.', 'Circoscrizione II: Santa Rita - Mirafiori Nord - Mirafiori Sud ;', 'La tangenzale di Torino è la A55, divisa in Tangenziale Nord e Tangenziale Sud, va da nord est fino a sud est passando in maniera semicircolare da ovest.']","Torino, Balatonpart utca, Bocskaitelep, Balatonfenyves, Fonyódi járás, Somogy megye, Dél-Dunántúl, Transdanubio, 8646, Ungheria","{""coordinates"": [17.481866, 46.715609], ""type"": ""Point""}","Torino, Balatonpart utca, Bocskaitelep, Balatonfenyves, Fonyódi járás, Somogy megye, Dél-Dunántúl, Transdanubio, 8646, Ungheria",amenity,fast_food
