regione Piemonte,"Regione Piemonte, Via Palazzo di Città, Centro, Circoscrizione 1, Torino, Piemonte, 10122, Italia",emergency,defibrillator,0.2101,"/toˈrino/ , ; Turin in piemontese [tyˈriŋ] , ) è un comune italiano di 844 056 abitanti (al 31 agosto 2022), quarto comune italiano per popolazione e capoluogo della regione Piemonte e dell'omonima città metropolitana. Cuore di un'area metropolitana che conta circa 1,7 milioni di abitanti, Torino è il terzo complesso economico-produttivo del Paese (insieme a Milano e Genova componeva il triangolo industriale negli anni del boom economico) e costituisce uno dei maggiori poli universitari, artistici, turistici, scientifici e culturali d'Italia."
Biblioteca della Scuola,"Biblioteca della Scuola Media di Mendrisio, Via Pier Francesco Mola, Salorino, Mendrisio, Circolo di Mendrisio, Distretto di Mendrisio, Ticino, 6850, Schweiz/Suisse/Svizzera/Svizra",amenity,library,0.30010000000000003,"la Biblioteca nazionale di Torino e la Biblioteca Reale di proprietà dello Stato, la Biblioteca civica centrale e molte collezioni specializzate come la Biblioteca internazionale di cinema e fotografia Mario Gromo, la Biblioteca Nazionale del Club Alpino Italiano, la Biblioteca della Fondazione Luigi Einaudi, le biblioteche d'arte della Galleria civica d'arte moderna e contemporanea e dell'Accademia Albertina. Altre importanti biblioteche antiche sono la Biblioteca dell'Accademia delle Scienze, la Biblioteca della Scuola di Applicazione dell'Esercito (con sede nello juvarriano Palazzo dell'Arsenale), la Biblioteca dell'Archivio di Stato e la Biblioteca Provinciale dei Frati minori cappuccini, situata all'interno del Convento dei Monti Cappuccini. La rete delle biblioteche civiche comprende, oltre alla Civica centrale, altre 23 istituzioni analoghe (17 biblioteche civiche diffuse sul territorio, 2 biblioteche situate presso le carceri e 4 punti di lettura), il cui patrimonio complessivo ammonta ad oltre 1.200.000 volumi."
Palazzo dell'Arsenale,"Palazzo dell' Arsenale Militare, Via dell'Arsenale, Centro, Circoscrizione 1, Torino, Piemonte, 10121, Italia",historic,building,0.30010000000000003,"la Biblioteca nazionale di Torino e la Biblioteca Reale di proprietà dello Stato, la Biblioteca civica centrale e molte collezioni specializzate come la Biblioteca internazionale di cinema e fotografia Mario Gromo, la Biblioteca Nazionale del Club Alpino Italiano, la Biblioteca della Fondazione Luigi Einaudi, le biblioteche d'arte della Galleria civica d'arte moderna e contemporanea e dell'Accademia Albertina. Altre importanti biblioteche antiche sono la Biblioteca dell'Accademia delle Scienze, la Biblioteca della Scuola di Applicazione dell'Esercito (con sede nello juvarriano Palazzo dell'Arsenale), la Biblioteca dell'Archivio di Stato e la Biblioteca Provinciale dei Frati minori cappuccini, situata all'interno del Convento dei Monti Cappuccini. La rete delle biblioteche civiche comprende, oltre alla Civica centrale, altre 23 istituzioni analoghe (17 biblioteche civiche diffuse sul territorio, 2 biblioteche situate presso le carceri e 4 punti di lettura), il cui patrimonio complessivo ammonta ad oltre 1.200.000 volumi."
Biblioteca dell'Archivio di Stato,"Biblioteca dell'Archivio di Stato, Via Tomaso Reggio, Molo, Centro Est, Genova, Liguria, 16123, Italia",amenity,library,0.5001,"la Biblioteca nazionale di Torino e la Biblioteca Reale di proprietà dello Stato, la Biblioteca civica centrale e molte collezioni specializzate come la Biblioteca internazionale di cinema e fotografia Mario Gromo, la Biblioteca Nazionale del Club Alpino Italiano, la Biblioteca della Fondazione Luigi Einaudi, le biblioteche d'arte della Galleria civica d'arte moderna e contemporanea e dell'Accademia Albertina. Altre importanti biblioteche antiche sono la Biblioteca dell'Accademia delle Scienze, la Biblioteca della Scuola di Applicazione dell'Esercito (con sede nello juvarriano Palazzo dell'Arsenale), la Biblioteca dell'Archivio di Stato e la Biblioteca Provinciale dei Frati minori cappuccini, situata all'interno del Convento dei Monti Cappuccini. La rete delle biblioteche civiche comprende, oltre alla Civica centrale, altre 23 istituzioni analoghe (17 biblioteche civiche diffuse sul territorio, 2 biblioteche situate presso le carceri e 4 punti di lettura), il cui patrimonio complessivo ammonta ad oltre 1.200.000 volumi."
Biblioteca Provinciale dei Frati,"Biblioteca provinciale dei frati minori Cappuccini, Via dei Giacomini, Oltrarno, Quartiere 1, Firenze, Toscana, 50123, Italia",amenity,library,0.4001,"la Biblioteca nazionale di Torino e la Biblioteca Reale di proprietà dello Stato, la Biblioteca civica centrale e molte collezioni specializzate come la Biblioteca internazionale di cinema e fotografia Mario Gromo, la Biblioteca Nazionale del Club Alpino Italiano, la Biblioteca della Fondazione Luigi Einaudi, le biblioteche d'arte della Galleria civica d'arte moderna e contemporanea e dell'Accademia Albertina. Altre importanti biblioteche antiche sono la Biblioteca dell'Accademia delle Scienze, la Biblioteca della Scuola di Applicazione dell'Esercito (con sede nello juvarriano Palazzo dell'Arsenale), la Biblioteca dell'Archivio di Stato e la Biblioteca Provinciale dei Frati minori cappuccini, situata all'interno del Convento dei Monti Cappuccini. La rete delle biblioteche civiche comprende, oltre alla Civica centrale, altre 23 istituzioni analoghe (17 biblioteche civiche diffuse sul territorio, 2 biblioteche situate presso le carceri e 4 punti di lettura), il cui patrimonio complessivo ammonta ad oltre 1.200.000 volumi."
Università degli Studi,"Università degli Studi, Via dell'Università, San Giuliano, Casa Santa, Erice, Trapani, Sicilia, 91016, Italia",building,yes,0.30010000000000003,"A queste si aggiungono le biblioteche centrali e dipartimentali delle università: l'Università degli Studi ne dispone di 50, tra cui spicca la Biblioteca Interdipartimentale di Scienze Religiose Erik Peterson. Il Politecnico dispone di 17 biblioteche."
Università degli Studi,"Università degli Studi, Via dell'Università, San Giuliano, Casa Santa, Erice, Trapani, Sicilia, 91016, Italia",building,yes,0.30010000000000003,"Torino, secondo un'inchiesta di Skyscanner , fa parte delle dieci città universitarie più amate d'Italia. I principali istituti di studi superiori, oltre all'Università degli Studi e al Politecnico, sono: Accademia Albertina di belle arti Conservatorio Giuseppe Verdi Scuola di applicazione e Istituto di studi militari dell'Esercito Istituto europeo di design Istituto d'arte applicata e design International University College of Turin. A Torino ha inoltre sede uno dei cinque campus europei dell'ESCP Business School."
Biblioteca Interdipartimentale di Scienze,"Biblioteca interdipartimentale di Lingue e Scienze storiche, 2, Corso Cavour, Tre Vie, Fonte Scodella, Macerata, Marche, 62100, Italia",amenity,university,0.4001,"A queste si aggiungono le biblioteche centrali e dipartimentali delle università: l'Università degli Studi ne dispone di 50, tra cui spicca la Biblioteca Interdipartimentale di Scienze Religiose Erik Peterson. Il Politecnico dispone di 17 biblioteche."
Archivio di Stato di,"Archivio di Stato, MiBAC (Ministero Beni e Attività Culturali), Caselle di Morimondo, Morimondo, Milano, Lombardia, Italia",landuse,industrial,0.6,"Inoltre, i comuni di cintura dell'area urbana e metropolitana cittadina possiedono un sistema bibliotecario integrato denominato SBAM (Sistema Bibliotecario Area Metropolitana) composto di 65 biblioteche per un totale di circa 1.700.000 documenti. L'Archivio di Stato di Torino custodisce i documenti della corte e dell'amministrazione sabauda, sin dall'epoca medievale. A Torino hanno sede importanti istituti di ricerca scientifica, tecnologica e cinematografica che sono la testimonianza di una tradizione culturale improntata sulla sperimentazione e sull'innovazione."
Politecnico di Torino,"I3P - Incubatore di Imprese Innovative, 30/A, Corso Castelfidardo, Cit Turin, Circoscrizione 3, Torino, Piemonte, 10129, Italia",office,company,0.2101,"qui Charles Babbage presentò per la prima volta in una conferenza scientifica il progetto della sua Macchina Analitica su invito dell'astronomo Giovanni Plana: circa un secolo dopo nacque il torinese Pier Giorgio Perotto, ideatore e progettista del primo ""personal computer"", la Programma 101, e fu anche docente del Politecnico di Torino. Nel 2016 Torino si è aggiudicato il secondo posto del prestigioso Premio Capitale Europea dell'Innovazione -"
Politecnico di Torino,"I3P - Incubatore di Imprese Innovative, 30/A, Corso Castelfidardo, Cit Turin, Circoscrizione 3, Torino, Piemonte, 10129, Italia",office,company,0.2101,"Considerata una delle capitali europee dell'automobile, a Torino e cintura sono presenti alcune delle più importanti aziende del settore: FIAT, Comau, Teksid, Magneti Marelli, Italdesign Giugiaro, Pininfarina, Iveco. Il forte radicamento del settore automobilistico nel territorio è favorito anche da un sistema universitario con percorsi di studio esclusivi a livello nazionale (il Politecnico di Torino è l'unico in Italia ad avere un corso di laurea in Ingegneria dell'autoveicolo) e la presenza di importanti università di design come l'IED e l'IAAD. In territorio torinese ci sono centri direzionali e stabilimenti produttivi di CNH Industrial, operante nel settore dei capital goods e tra i principali leader del settore e di Fiat Chrysler Automobiles dove Torino è diventata nodale per la crescita di Maserati:"
Politecnico di Torino,"I3P - Incubatore di Imprese Innovative, 30/A, Corso Castelfidardo, Cit Turin, Circoscrizione 3, Torino, Piemonte, 10129, Italia",office,company,0.2101,"Negli anni vi è stato un boom del settore informatico ed elettronico. Alla già preesistente attività di ricerca del Politecnico di Torino, dell'Istituto Mario Boella, dell'Istituto Galileo Ferraris e del Centro Ricerche Fiat, si è affiancata l'attività del distretto informatico Torino Wireless che appartiene alla rete dei distretti italiani riconosciuti dal Ministero dell'Università e della Ricerca. Nato per coordinare tutte le attività di ricerca e di produzione del settore ICT dell'area torinese, attualmente vi sono impegnate circa 6000 imprese."
Politecnico,"Politecnico, Corso Duca degli Abruzzi, Crocetta, Circoscrizione 1, Torino, Piemonte, 10129, Italia",highway,bus_stop,0.11010000000000002,"Nei due più importanti atenei cittadini, l'Università di Torino e il Politecnico, risultavano iscritti nel 2006 quasi 100.000 studenti. Per l'anno 2020/2021 l'Università di Torino contava oltre 81.700 iscritti mentre il Politecnico 33.102, a cui vanno aggiunti gli iscritti ai corsi degli atenei minori. Torino, secondo un'inchiesta di Skyscanner , fa parte delle dieci città universitarie più amate d'Italia."
Politecnico,"Politecnico, Corso Duca degli Abruzzi, Crocetta, Circoscrizione 1, Torino, Piemonte, 10129, Italia",highway,bus_stop,0.11010000000000002,"Torino, secondo un'inchiesta di Skyscanner , fa parte delle dieci città universitarie più amate d'Italia. I principali istituti di studi superiori, oltre all'Università degli Studi e al Politecnico, sono: Accademia Albertina di belle arti Conservatorio Giuseppe Verdi Scuola di applicazione e Istituto di studi militari dell'Esercito Istituto europeo di design Istituto d'arte applicata e design International University College of Turin. A Torino ha inoltre sede uno dei cinque campus europei dell'ESCP Business School."
Politecnico,"Politecnico, Corso Duca degli Abruzzi, Crocetta, Circoscrizione 1, Torino, Piemonte, 10129, Italia",highway,bus_stop,0.11010000000000002,"Nato per coordinare tutte le attività di ricerca e di produzione del settore ICT dell'area torinese, attualmente vi sono impegnate circa 6000 imprese. Un'altra operazione importante è stata la riconversione di una parte della superficie occupata dalla fabbrica di Mirafiori, sostenuta dal progetto Torino Nuova Economia che, anche grazie alla collaborazione con il Politecnico, ospita il Centro del design . L'evento olimpico del 2006 ha contribuito a diminuire il ristagno economico."
Grande École,"Grande Ecole, Route du Pratzey, Treyvaux, District de la Sarine, Fribourg/Freiburg, 1733, Schweiz/Suisse/Svizzera/Svizra",amenity,school,0.10010000000000001,"A Torino ha inoltre sede uno dei cinque campus europei dell'ESCP Business School. Gli altri campus europei di questa Grande École sono: Parigi, Londra, Berlino e Madrid."
Museo del cinema,"Museo del Cinema, 100, Corso Filangieri, Seiano, Vico Equense, Napoli, Campania, 80069, Italia",tourism,museum,0.30010000000000003,"Torino possiede un sistema museale di livello internazionale, forte di oltre 50 musei presenti sul territorio cittadino e metropolitano, i quali hanno raggiunto nel 2017 la cifra complessiva di 5,3 milioni di visitatori. Vi sono quattro musei nazionali (Museo del cinema, Museo dell'automobile, Museo della montagna, Museo del Risorgimento) e numerosi altri musei di rilevanza nazionale ed internazionale come il Museo egizio, l'Armeria Reale, ora ricompresa nei Musei Reali, il Museo d'Arte Orientale, il Museo dell'Astronomia e Planetario, il J-Museum a cui si aggiungeva, fino al 2015, il Museo dello sport. Alcuni musei sono stati ampliati e rinnovati negli ultimi anni (ad esempio il Museo del Cinema, il Museo Egizio e il Museo dell'Automobile) o sono in corso di rinnovamento:"
Museo dell'automobile,"Museo dell’Automobile, Via Barbieri, San Martino in Rio, Pianura Reggiana, Reggio nell'Emilia, Emilia-Romagna, 42018, Italia",tourism,museum,0.30010000000000003,"Torino possiede un sistema museale di livello internazionale, forte di oltre 50 musei presenti sul territorio cittadino e metropolitano, i quali hanno raggiunto nel 2017 la cifra complessiva di 5,3 milioni di visitatori. Vi sono quattro musei nazionali (Museo del cinema, Museo dell'automobile, Museo della montagna, Museo del Risorgimento) e numerosi altri musei di rilevanza nazionale ed internazionale come il Museo egizio, l'Armeria Reale, ora ricompresa nei Musei Reali, il Museo d'Arte Orientale, il Museo dell'Astronomia e Planetario, il J-Museum a cui si aggiungeva, fino al 2015, il Museo dello sport. Alcuni musei sono stati ampliati e rinnovati negli ultimi anni (ad esempio il Museo del Cinema, il Museo Egizio e il Museo dell'Automobile) o sono in corso di rinnovamento:"
Museo della montagna,"Museo della Montagna, Via Don Carlo Boetti, Borgata Raina, Miroglio, Frabosa Sottana, Cuneo, Piemonte, 12083, Italia",tourism,museum,0.30010000000000003,"Torino possiede un sistema museale di livello internazionale, forte di oltre 50 musei presenti sul territorio cittadino e metropolitano, i quali hanno raggiunto nel 2017 la cifra complessiva di 5,3 milioni di visitatori. Vi sono quattro musei nazionali (Museo del cinema, Museo dell'automobile, Museo della montagna, Museo del Risorgimento) e numerosi altri musei di rilevanza nazionale ed internazionale come il Museo egizio, l'Armeria Reale, ora ricompresa nei Musei Reali, il Museo d'Arte Orientale, il Museo dell'Astronomia e Planetario, il J-Museum a cui si aggiungeva, fino al 2015, il Museo dello sport. Alcuni musei sono stati ampliati e rinnovati negli ultimi anni (ad esempio il Museo del Cinema, il Museo Egizio e il Museo dell'Automobile) o sono in corso di rinnovamento:"
Museo del Risorgimento,"Museo del Risorgimento, 350, Corso Vittorio Alfieri, Rione Cattedrale, Asti, Piemonte, 14100, Italia",tourism,museum,0.5553513341109714,"Torino possiede un sistema museale di livello internazionale, forte di oltre 50 musei presenti sul territorio cittadino e metropolitano, i quali hanno raggiunto nel 2017 la cifra complessiva di 5,3 milioni di visitatori. Vi sono quattro musei nazionali (Museo del cinema, Museo dell'automobile, Museo della montagna, Museo del Risorgimento) e numerosi altri musei di rilevanza nazionale ed internazionale come il Museo egizio, l'Armeria Reale, ora ricompresa nei Musei Reali, il Museo d'Arte Orientale, il Museo dell'Astronomia e Planetario, il J-Museum a cui si aggiungeva, fino al 2015, il Museo dello sport. Alcuni musei sono stati ampliati e rinnovati negli ultimi anni (ad esempio il Museo del Cinema, il Museo Egizio e il Museo dell'Automobile) o sono in corso di rinnovamento:"
